"id","title","author","genre","year","description"
"2238","Outcast of Redwall (Redwall  #8)","Brian Jacques","Fantasy;Fiction;Young Adult;Childrens;Animals;Adventure;Childrens","2004","A book titled Outcast of Redwall (Redwall  #8) written by Brian Jacques belonging to the Fantasy;Fiction;Young Adult;Childrens;Animals;Adventure;Childrens genre."
"2239","Triss (Redwall  #15)","Brian Jacques/Allan Curless","Fantasy;Fiction;Young Adult;Childrens;Animals;Adventure;Childrens","2004","A book titled Triss (Redwall  #15) written by Brian Jacques/Allan Curless belonging to the Fantasy;Fiction;Young Adult;Childrens;Animals;Adventure;Childrens genre."
"2240","A Redwall Winter's Tale","Brian Jacques/Christopher Denise","Fantasy;Childrens;Childrens","2004","A book titled A Redwall Winter's Tale written by Brian Jacques/Christopher Denise belonging to the Fantasy;Childrens;Childrens genre."
"2241","Mr. Impossible","Roger Hargreaves","Childrens;Childrens","1998","A book titled Mr. Impossible written by Roger Hargreaves belonging to the Childrens;Childrens genre."
"2242","Mr. Christmas","Roger Hargreaves/Adam Hargreaves","Holiday","2006","A book titled Mr. Christmas written by Roger Hargreaves/Adam Hargreaves belonging to the Holiday genre."
"2243","Mr. Bump","Roger Hargreaves","Childrens;Childrens","1998","A book titled Mr. Bump written by Roger Hargreaves belonging to the Childrens;Childrens genre."
"2244","Little Miss Birthday","Roger Hargreaves/Adam Hargreaves","Childrens","2007","A book titled Little Miss Birthday written by Roger Hargreaves/Adam Hargreaves belonging to the Childrens genre."
"2245","Little Miss Lucky","Roger Hargreaves","Childrens;Childrens","1999","A book titled Little Miss Lucky written by Roger Hargreaves belonging to the Childrens;Childrens genre."
"2246","Mr. Happy","Roger Hargreaves","Childrens;Childrens","2004","A book titled Mr. Happy written by Roger Hargreaves belonging to the Childrens;Childrens genre."
"2247","Mr. Jelly and the Pirates","Roger Hargreaves/Adam Hargreaves","Childrens;Childrens","2007","A book titled Mr. Jelly and the Pirates written by Roger Hargreaves/Adam Hargreaves belonging to the Childrens;Childrens genre."
"2248","Grandma Baa (Easy Peasy People)","Roger Hargreaves/Gray Jolliffe","Unknown","1989","A book titled Grandma Baa (Easy Peasy People) written by Roger Hargreaves/Gray Jolliffe belonging to the Unknown genre."
"2249","Bill Buzz","Roger Hargreaves/Gray Jolliffe","Animals","1989","A book titled Bill Buzz written by Roger Hargreaves/Gray Jolliffe belonging to the Animals genre."
"2250","Gary Grizzle","Roger Hargreaves/Gray Jolliffe","Bears","1989","A book titled Gary Grizzle written by Roger Hargreaves/Gray Jolliffe belonging to the Bears genre."
"2251","Charlie Oink","Roger Hargreaves/Gray Jolliffe","Unknown","1989","A book titled Charlie Oink written by Roger Hargreaves/Gray Jolliffe belonging to the Unknown genre."
"2252","Madame Je-Sais-Tout","Roger Hargreaves","Childrens;Childrens","1997","A book titled Madame Je-Sais-Tout written by Roger Hargreaves belonging to the Childrens;Childrens genre."
"2253","The Poppy Seed Cakes","Margery Clark/Maud Petersham/Miska Petersham","Childrens;Fiction;Childrens","1964","A book titled The Poppy Seed Cakes written by Margery Clark/Maud Petersham/Miska Petersham belonging to the Childrens;Fiction;Childrens genre."
"2254","Cloudy With a Chance of Meatballs (Cloudy with a Chance of Meatballs  #1)","Judi Barrett/Ron Barrett","Childrens","1982","A book titled Cloudy With a Chance of Meatballs (Cloudy with a Chance of Meatballs  #1) written by Judi Barrett/Ron Barrett belonging to the Childrens genre."
"2255","The Wind Thief","Judi Barrett/Diane Dawson Hearn","Childrens","1977","A book titled The Wind Thief written by Judi Barrett/Diane Dawson Hearn belonging to the Childrens genre."
"2256","Animales No Se Visten  Los (Animals Should Definitely Not Wear Clothing) with CD","Judi Barrett/Ron Barrett","Childrens","1991","A book titled Animales No Se Visten  Los (Animals Should Definitely Not Wear Clothing) with CD written by Judi Barrett/Ron Barrett belonging to the Childrens genre."
"2257","Beauty","Robin McKinley","Fantasy;Young Adult;Romance;Fantasy","2005","A book titled Beauty written by Robin McKinley belonging to the Fantasy;Young Adult;Romance;Fantasy genre."
"2258","A Robin McKinley Collection: Spindle's End  The Hero and the Crown and The Blue Sword (Folktales #1-3)","Robin McKinley","Fantasy;Young Adult;Fantasy","2002","A book titled A Robin McKinley Collection: Spindle's End  The Hero and the Crown and The Blue Sword (Folktales #1-3) written by Robin McKinley belonging to the Fantasy;Young Adult;Fantasy genre."
"2259","Deerskin","Robin McKinley","Fantasy;Fantasy","2005","A book titled Deerskin written by Robin McKinley belonging to the Fantasy;Fantasy genre."
"2260","Sunshine","Robin McKinley","Paranormal","2004","A book titled Sunshine written by Robin McKinley belonging to the Paranormal genre."
"2261","Rose Daughter","Robin McKinley","Fantasy;Fantasy","1998","A book titled Rose Daughter written by Robin McKinley belonging to the Fantasy;Fantasy genre."
"2262","The Door in the Hedge","Robin McKinley","Fantasy;Young Adult;Short Stories;Fantasy","2003","A book titled The Door in the Hedge written by Robin McKinley belonging to the Fantasy;Young Adult;Short Stories;Fantasy genre."
"2263","The Stone Fey","Robin McKinley/John Clapp","Fantasy;Young Adult;Fiction;Fantasy","1998","A book titled The Stone Fey written by Robin McKinley/John Clapp belonging to the Fantasy;Young Adult;Fiction;Fantasy genre."
"2264","Anne of Green Gables (Anne of Green Gables  #1)","L.M. Montgomery","Classics;Fiction;Young Adult;Historical","2003","A book titled Anne of Green Gables (Anne of Green Gables  #1) written by L.M. Montgomery belonging to the Classics;Fiction;Young Adult;Historical genre."
"2265","Anne of Green Gables","L.M. Montgomery/Barbara Caruso","Classics;Fiction;Young Adult;Historical","2005","A book titled Anne of Green Gables written by L.M. Montgomery/Barbara Caruso belonging to the Classics;Fiction;Young Adult;Historical genre."
"2266","The Road to Yesterday (Anne of Green Gables  #9)","L.M. Montgomery","Classics;Fiction;Young Adult;Short Stories;Historical","1993","A book titled The Road to Yesterday (Anne of Green Gables  #9) written by L.M. Montgomery belonging to the Classics;Fiction;Young Adult;Short Stories;Historical genre."
"2267","Anne of Avonlea","L.M. Montgomery/Clare Sieffert","Classics;Fiction;Young Adult;Historical","1990","A book titled Anne of Avonlea written by L.M. Montgomery/Clare Sieffert belonging to the Classics;Fiction;Young Adult;Historical genre."
"2268","The Stories of Vladimir Nabokov","Vladimir Nabokov","Short Stories;Fiction;Cultural","1996","A book titled The Stories of Vladimir Nabokov written by Vladimir Nabokov belonging to the Short Stories;Fiction;Cultural genre."
"2269","The Gift","Vladimir Nabokov/Michael Scammell/Dmitri Nabokov","Fiction;Cultural","2001","A book titled The Gift written by Vladimir Nabokov/Michael Scammell/Dmitri Nabokov belonging to the Fiction;Cultural genre."
"2270","Lectures on Literature","Vladimir Nabokov/Fredson Bowers/John Updike","Nonfiction;Criticism","2002","A book titled Lectures on Literature written by Vladimir Nabokov/Fredson Bowers/John Updike belonging to the Nonfiction;Criticism genre."
"2271","Novels & Memoirs 1941–1951: The Real Life of Sebastian Knight / Bend Sinister / Speak  Memory","Vladimir Nabokov/Brian Boyd","Fiction;Literature","1996","A book titled Novels & Memoirs 1941–1951: The Real Life of Sebastian Knight / Bend Sinister / Speak  Memory written by Vladimir Nabokov/Brian Boyd belonging to the Fiction;Literature genre."
"2272","The American Years","Brian Boyd","Biography;Nonfiction;Cultural","1993","A book titled The American Years written by Brian Boyd belonging to the Biography;Nonfiction;Cultural genre."
"2273","Laughter in the Dark","Vladimir Nabokov","Fiction;Classics;Cultural","2006","A book titled Laughter in the Dark written by Vladimir Nabokov belonging to the Fiction;Classics;Cultural genre."
"2274","The Luzhin Defense","Vladimir Nabokov/Michael Scammell","Fiction;Cultural","1990","A book titled The Luzhin Defense written by Vladimir Nabokov/Michael Scammell belonging to the Fiction;Cultural genre."
"2275","A Woman of Substance (Emma Harte Saga #1)","Barbara Taylor Bradford","Fiction;Romance;Historical","2005","A book titled A Woman of Substance (Emma Harte Saga #1) written by Barbara Taylor Bradford belonging to the Fiction;Romance;Historical genre."
"2276","The Ravenscar Dynasty (Ravenscar  #1)","Barbara Taylor Bradford","Fiction;Romance;Historical","2006","A book titled The Ravenscar Dynasty (Ravenscar  #1) written by Barbara Taylor Bradford belonging to the Fiction;Romance;Historical genre."
"2277","Dark Birthright","Jeanne Treat/Jane Starr Weils","Historical","2006","A book titled Dark Birthright written by Jeanne Treat/Jane Starr Weils belonging to the Historical genre."
"2278","Birthright (Diablo: The Sin War  #1)","Richard A. Knaak","Fantasy;Fiction;Horror;Games","2006","A book titled Birthright (Diablo: The Sin War  #1) written by Richard A. Knaak belonging to the Fantasy;Fiction;Horror;Games genre."
"2279","Laura's Album: A Remembrance Scrapbook of Laura Ingalls Wilder","William   Anderson/Laura Ingalls Wilder","Nonfiction;Biography;History;Historical;Biography Memoir;Childrens;Childrens","1998","A book titled Laura's Album: A Remembrance Scrapbook of Laura Ingalls Wilder written by William   Anderson/Laura Ingalls Wilder belonging to the Nonfiction;Biography;History;Historical;Biography Memoir;Childrens;Childrens genre."
"2280","Writings to Young Women from Laura Ingalls Wilder: On Wisdom and Virtues (Writings to Young Women on Laura Ingalls Wilder #1)","Laura Ingalls Wilder/Stephen W. Hines","Nonfiction;Childrens;Classics","2006","A book titled Writings to Young Women from Laura Ingalls Wilder: On Wisdom and Virtues (Writings to Young Women on Laura Ingalls Wilder #1) written by Laura Ingalls Wilder/Stephen W. Hines belonging to the Nonfiction;Childrens;Classics genre."
"2281","Writings to Young Women from Laura Ingalls Wilder: On Life as a Pioneer Woman (Writings to Young Women from Laura Ingalls Wilder #2)","Laura Ingalls Wilder/Stephen W. Hines","Nonfiction;Historical","2006","A book titled Writings to Young Women from Laura Ingalls Wilder: On Life as a Pioneer Woman (Writings to Young Women from Laura Ingalls Wilder #2) written by Laura Ingalls Wilder/Stephen W. Hines belonging to the Nonfiction;Historical genre."
"2282","A Little House Traveler: Writings from Laura Ingalls Wilder's Journeys Across America","Laura Ingalls Wilder","Nonfiction;History;Historical;Biography;Travel;Classics;Autobiography","2006","A book titled A Little House Traveler: Writings from Laura Ingalls Wilder's Journeys Across America written by Laura Ingalls Wilder belonging to the Nonfiction;History;Historical;Biography;Travel;Classics;Autobiography genre."
"2283","Laura Ingalls Wilder: A Biography","William   Anderson","Biography;Nonfiction;History;Historical;Childrens;Biography Memoir;Womens;North American Hi...","2007","A book titled Laura Ingalls Wilder: A Biography written by William   Anderson belonging to the Biography;Nonfiction;History;Historical;Childrens;Biography Memoir;Womens;North American Hi... genre."
"2284","West from Home: Letters of Laura Ingalls Wilder  San Francisco  1915  (Little House #11)","Laura Ingalls Wilder/Roger Lea MacBride/Margot Patterson Doss","Nonfiction;Classics;History;Biography;Autobiography","1976","A book titled West from Home: Letters of Laura Ingalls Wilder  San Francisco  1915  (Little House #11) written by Laura Ingalls Wilder/Roger Lea MacBride/Margot Patterson Doss belonging to the Nonfiction;Classics;History;Biography;Autobiography genre."
"2285","The Laura Ingalls Wilder Country Cookbook","Laura Ingalls Wilder/William   Anderson","Food and Drink","1997","A book titled The Laura Ingalls Wilder Country Cookbook written by Laura Ingalls Wilder/William   Anderson belonging to the Food and Drink genre."
"2286","Writings to Young Women on Laura Ingalls Wilder: As Told By Her Family  Friends  and Neighbors (Writings to Young Women on Laura Ingalls Wilder #3)","Laura Ingalls Wilder/Stephen W. Hines","Nonfiction;Autobiography","2006","A book titled Writings to Young Women on Laura Ingalls Wilder: As Told By Her Family  Friends  and Neighbors (Writings to Young Women on Laura Ingalls Wilder #3) written by Laura Ingalls Wilder/Stephen W. Hines belonging to the Nonfiction;Autobiography genre."
"2287","The Laughing Jesus: Religious Lies and Gnostic Wisdom","Tim Freke/Peter Gandy","Religion;Spirituality;Nonfiction;History;Philosophy;Religion","2006","A book titled The Laughing Jesus: Religious Lies and Gnostic Wisdom written by Tim Freke/Peter Gandy belonging to the Religion;Spirituality;Nonfiction;History;Philosophy;Religion genre."
"2288","The Erotic Phenomenon","Jean-Luc Marion/Stephen E. Lewis","Philosophy;Love;Nonfiction;Religion;Religion","2006","A book titled The Erotic Phenomenon written by Jean-Luc Marion/Stephen E. Lewis belonging to the Philosophy;Love;Nonfiction;Religion;Religion genre."
"2289","The Phenomenon of Life: Toward a Philosophical Biology","Hans Jonas/Lawrence Vogel/Eleonore Jonas","Philosophy;Science;Science","2001","A book titled The Phenomenon of Life: Toward a Philosophical Biology written by Hans Jonas/Lawrence Vogel/Eleonore Jonas belonging to the Philosophy;Science;Science genre."
"2290","Down to the Bonny Glen (Little House: The Martha Years  #3)","Melissa Wiley/Renée Graef","Historical","2001","A book titled Down to the Bonny Glen (Little House: The Martha Years  #3) written by Melissa Wiley/Renée Graef belonging to the Historical genre."
"2291","Laura: The Life of Laura Ingalls Wilder","Donald Zochert","Biography;Nonfiction;History;Biography Memoir;Historical;North American Hi...","1977","A book titled Laura: The Life of Laura Ingalls Wilder written by Donald Zochert belonging to the Biography;Nonfiction;History;Biography Memoir;Historical;North American Hi... genre."
"2292","Winter Days in the Big Woods","Laura Ingalls Wilder/Renée Graef","Childrens","1995","A book titled Winter Days in the Big Woods written by Laura Ingalls Wilder/Renée Graef belonging to the Childrens genre."
"2293","The First Four Years (Little House  #9)","Laura Ingalls Wilder/Cherry Jones","Historical","2006","A book titled The First Four Years (Little House  #9) written by Laura Ingalls Wilder/Cherry Jones belonging to the Historical genre."
"2294","Winter on the Farm","Laura Ingalls Wilder/Renée Graef/Jody Wheeler","Childrens","1997","A book titled Winter on the Farm written by Laura Ingalls Wilder/Renée Graef/Jody Wheeler belonging to the Childrens genre."
"2295","Summertime in the Big Woods","Laura Ingalls Wilder/Renée Graef","Childrens","2000","A book titled Summertime in the Big Woods written by Laura Ingalls Wilder/Renée Graef belonging to the Childrens genre."
"2296","Old Town in the Green Groves: Laura Ingalls Wilder's Lost Little House Years","Cynthia Rylant/Jim LaMarche","Historical","2004","A book titled Old Town in the Green Groves: Laura Ingalls Wilder's Lost Little House Years written by Cynthia Rylant/Jim LaMarche belonging to the Historical genre."
